variant_gid,product_gid,mpn,vendor,title,colour,size,sku,barcode,images,gender_raw,season_raw,shopify_category,hs_code,country_of_origin,material_upper,description_html,stock,price_eur_net,compare_at_price
gid://shopify/ProductVariant/51113711599959,gid://shopify/Product/10158166638935,211959036001,Polo Ralph Lauren,Bf dnm sk-mid-a line,Blue,26,PRL211959036001-26,3616852317172,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bf_dnm_sk-mid-a_line_345756.jpg?v=1751641200,Women,25SS,Clothing>Skirts>Women,6204.52.00.90,TR,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>211959036001</p>,0,256.16,
gid://shopify/ProductVariant/51113711632727,gid://shopify/Product/10158166638935,211959036001,Polo Ralph Lauren,Bf dnm sk-mid-a line,Blue,28,PRL211959036001-28,3616852325290,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bf_dnm_sk-mid-a_line_345756.jpg?v=1751641200,Women,25SS,Clothing>Skirts>Women,6204.52.00.90,TR,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>211959036001</p>,0,256.16,
gid://shopify/ProductVariant/51113711665495,gid://shopify/Product/10158166638935,211959036001,Polo Ralph Lauren,Bf dnm sk-mid-a line,Blue,27,PRL211959036001-27,3616852324484,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bf_dnm_sk-mid-a_line_345756.jpg?v=1751641200,Women,25SS,Clothing>Skirts>Women,6204.52.00.90,TR,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>211959036001</p>,0,256.16,
gid://shopify/ProductVariant/51113722937687,gid://shopify/Product/10158175093079,211959912001,Polo Ralph Lauren,Short sleeve-day dress,Blue,L,PRL211959912001-L,3616853244200,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-day_dress_345820.jpg?v=1751641318,Women,25SS,Clothing>Dresses Midi>Women,6204.49.90.90,KH,Linen 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 100%</p><p><strong>Product Code: </strong>211959912001</p>,0,247.89,
gid://shopify/ProductVariant/51113722970455,gid://shopify/Product/10158175093079,211959912001,Polo Ralph Lauren,Short sleeve-day dress,Blue,M,PRL211959912001-M,3616853247485,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-day_dress_345820.jpg?v=1751641318,Women,25SS,Clothing>Dresses Midi>Women,6204.49.90.90,KH,Linen 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 100%</p><p><strong>Product Code: </strong>211959912001</p>,0,247.89,
gid://shopify/ProductVariant/51113723003223,gid://shopify/Product/10158175093079,211959912001,Polo Ralph Lauren,Short sleeve-day dress,Blue,S,PRL211959912001-S,3616853248482,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-day_dress_345820.jpg?v=1751641318,Women,25SS,Clothing>Dresses Midi>Women,6204.49.90.90,KH,Linen 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 100%</p><p><strong>Product Code: </strong>211959912001</p>,0,247.89,
gid://shopify/ProductVariant/51113723035991,gid://shopify/Product/10158175093079,211959912001,Polo Ralph Lauren,Short sleeve-day dress,Blue,XL,PRL211959912001-XL,3616853242176,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-day_dress_345820.jpg?v=1751641318,Women,25SS,Clothing>Dresses Midi>Women,6204.49.90.90,KH,Linen 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 100%</p><p><strong>Product Code: </strong>211959912001</p>,0,247.89,
gid://shopify/ProductVariant/51113723068759,gid://shopify/Product/10158175093079,211959912001,Polo Ralph Lauren,Short sleeve-day dress,Blue,XXL,PRL211959912001-XXL,3616853245566,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-day_dress_345820.jpg?v=1751641318,Women,25SS,Clothing>Dresses Midi>Women,6204.49.90.90,KH,Linen 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 100%</p><p><strong>Product Code: </strong>211959912001</p>,0,247.89,
gid://shopify/ProductVariant/51114019651927,gid://shopify/Product/10158415806807,FMAC13765-C106,J.Lindeberg,Elijah cotton logo cap,Green,OS,JLFMAC13765-C106-OS,7310422855496,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Elijah_cotton_logo_cap_346755.jpg?v=1751644102, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Elijah_cotton_logo_cap_346756.jpg?v=1751644104",Men,25SS,Accessories>Hats>Men,6505.00.30.00,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Hat</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>FMAC13765</p>,0,49.55,
gid://shopify/ProductVariant/51114029875543,gid://shopify/Product/10158430028119,MONACOF770065B1388,Tagliatore,Monaco coat,Blue,52,TGMONACOF770065B1388-52,1000002290439,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Monaco_coat_345650.jpg?v=1751644242,Men,24AW,Clothing>Outerwear>Coats>Men,6201.20.00,IT,"Wool, Nylon","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Wool, Nylon</p><p><strong>Product Code: </strong>MONACOF770065</p>",0,636.32,
gid://shopify/ProductVariant/51114029908311,gid://shopify/Product/10158430028119,MONACOF770065B1388,Tagliatore,Monaco coat,Blue,48,TGMONACOF770065B1388-48,1000002290415,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Monaco_coat_345650.jpg?v=1751644242,Men,24AW,Clothing>Outerwear>Coats>Men,6201.20.00,IT,"Wool, Nylon","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Wool, Nylon</p><p><strong>Product Code: </strong>MONACOF770065</p>",0,636.32,
gid://shopify/ProductVariant/51114039083351,gid://shopify/Product/10158436680023,714965518002,Polo Ralph Lauren,L/s shawl-sleep-robe,Blue,L/XL,PRL714965518002-L/XL,3616852377817,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/s_shawl-sleep-robe_346587.jpg?v=1751644327, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/s_shawl-sleep-robe_346588.jpg?v=1751644329",Men,25SS,Clothing>Underwear>Robes>Men,6207.91.00.11,TR,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>714965518002</p>,0,190.04,
gid://shopify/ProductVariant/51114039116119,gid://shopify/Product/10158436680023,714965518002,Polo Ralph Lauren,L/s shawl-sleep-robe,Blue,S,PRL714965518002-S/M,3616852380510,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/s_shawl-sleep-robe_346587.jpg?v=1751644327, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/s_shawl-sleep-robe_346588.jpg?v=1751644329",Men,25SS,Clothing>Underwear>Robes>Men,6207.91.00.11,TR,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>714965518002</p>,0,190.04,
gid://shopify/ProductVariant/51114039148887,gid://shopify/Product/10158436680023,714965518002,Polo Ralph Lauren,L/s shawl-sleep-robe,Blue,XXL,PRL714965518002-XXL/XXXL,3616852383214,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/s_shawl-sleep-robe_346587.jpg?v=1751644327, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/s_shawl-sleep-robe_346588.jpg?v=1751644329",Men,25SS,Clothing>Underwear>Robes>Men,6207.91.00.11,TR,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>714965518002</p>,0,190.04,
gid://shopify/ProductVariant/51114579558743,gid://shopify/Product/10158886060375,SM6020-151217BLK,Sergio Moretti,Pumps,Black,37,SM6020-151217BLK-37,4772245070464,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347641.jpg?v=1751649297, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347642.jpg?v=1751649299, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347643.jpg?v=1751649302",Women,25SS,Shoes>Pumps>Women,6403.99.38.00,TR,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Classic, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Textile 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>151 217</p>",0,132.19,
gid://shopify/ProductVariant/51114579591511,gid://shopify/Product/10158886060375,SM6020-151217BLK,Sergio Moretti,Pumps,Black,38,SM6020-151217BLK-38,4772245070471,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347641.jpg?v=1751649297, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347642.jpg?v=1751649299, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347643.jpg?v=1751649302",Women,25SS,Shoes>Pumps>Women,6403.99.38.00,TR,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Classic, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Textile 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>151 217</p>",0,132.19,
gid://shopify/ProductVariant/51114579624279,gid://shopify/Product/10158886060375,SM6020-151217BLK,Sergio Moretti,Pumps,Black,39,SM6020-151217BLK-39,4772245070488,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347641.jpg?v=1751649297, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347642.jpg?v=1751649299, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347643.jpg?v=1751649302",Women,25SS,Shoes>Pumps>Women,6403.99.38.00,TR,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Classic, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Textile 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>151 217</p>",0,132.19,
gid://shopify/ProductVariant/51114579657047,gid://shopify/Product/10158886060375,SM6020-151217BLK,Sergio Moretti,Pumps,Black,40,SM6020-151217BLK-40,4772245070495,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347641.jpg?v=1751649297, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347642.jpg?v=1751649299, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347643.jpg?v=1751649302",Women,25SS,Shoes>Pumps>Women,6403.99.38.00,TR,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Classic, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Textile 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>151 217</p>",0,132.19,
gid://shopify/ProductVariant/51114579689815,gid://shopify/Product/10158886060375,SM6020-151217BLK,Sergio Moretti,Pumps,Black,41,SM6020-151217BLK-41,4772245070501,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347641.jpg?v=1751649297, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347642.jpg?v=1751649299, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pumps_347643.jpg?v=1751649302",Women,25SS,Shoes>Pumps>Women,6403.99.38.00,TR,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Classic, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Textile 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>151 217</p>",0,132.19,
gid://shopify/ProductVariant/51114636312919,gid://shopify/Product/10158913945943,JF008909-1251,JOSEPH,Cashair cardigan,Green,XL,JF008909-1251-XL,5063314478243,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351771.jpg?v=1751649660, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351772.jpg?v=1751649663",Women,25SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.12.90.90,CN,Cashmere 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Cashmere 100%</p><p><strong>Product Code: </strong>JF008909</p>,0,355.33,
gid://shopify/ProductVariant/51114636345687,gid://shopify/Product/10158913945943,JF008909-1251,JOSEPH,Cashair cardigan,Green,S,JF008909-1251-S,5063314478212,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351771.jpg?v=1751649660, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351772.jpg?v=1751649663",Women,25SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.12.90.90,CN,Cashmere 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Cashmere 100%</p><p><strong>Product Code: </strong>JF008909</p>,0,355.33,
gid://shopify/ProductVariant/51114636378455,gid://shopify/Product/10158913945943,JF008909-1251,JOSEPH,Cashair cardigan,Green,L,JF008909-1251-L,5063314478236,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351771.jpg?v=1751649660, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351772.jpg?v=1751649663",Women,25SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.12.90.90,CN,Cashmere 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Cashmere 100%</p><p><strong>Product Code: </strong>JF008909</p>,0,355.33,
gid://shopify/ProductVariant/51114636411223,gid://shopify/Product/10158913945943,JF008909-1251,JOSEPH,Cashair cardigan,Green,M,JF008909-1251-M,5063314478229,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351771.jpg?v=1751649660, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cashair_cardigan_351772.jpg?v=1751649663",Women,25SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.12.90.90,CN,Cashmere 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Cashmere 100%</p><p><strong>Product Code: </strong>JF008909</p>,0,355.33,
gid://shopify/ProductVariant/51114702045527,gid://shopify/Product/10158952579415,710906574002,Polo Ralph Lauren,Short sleeve-sport shirt,Blue,L,PRL710906574002-L,3616851547655,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-sport_shirt_348461.jpg?v=1751649943,Men,25SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,BD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Short Sleeve Shirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>710906574002</p>,0,123.93,
gid://shopify/ProductVariant/51114702078295,gid://shopify/Product/10158952579415,710906574002,Polo Ralph Lauren,Short sleeve-sport shirt,Blue,XL,PRL710906574002-XL,3616851547686,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-sport_shirt_348461.jpg?v=1751649943,Men,25SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,BD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Short Sleeve Shirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>710906574002</p>,0,123.93,
gid://shopify/ProductVariant/51114702111063,gid://shopify/Product/10158952579415,710906574002,Polo Ralph Lauren,Short sleeve-sport shirt,Blue,M,PRL710906574002-M,3616851547662,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-sport_shirt_348461.jpg?v=1751649943,Men,25SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,BD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Short Sleeve Shirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>710906574002</p>,0,123.93,
gid://shopify/ProductVariant/51114702143831,gid://shopify/Product/10158952579415,710906574002,Polo Ralph Lauren,Short sleeve-sport shirt,Blue,XXL,PRL710906574002-XXL,3616851547709,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-sport_shirt_348461.jpg?v=1751649943,Men,25SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,BD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Short Sleeve Shirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>710906574002</p>,0,123.93,
gid://shopify/ProductVariant/51114702176599,gid://shopify/Product/10158952579415,710906574002,Polo Ralph Lauren,Short sleeve-sport shirt,Blue,S,PRL710906574002-S,3616851547679,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve-sport_shirt_348461.jpg?v=1751649943,Men,25SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,BD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Short Sleeve Shirt</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>710906574002</p>,0,123.93,
gid://shopify/ProductVariant/51115912397143,gid://shopify/Product/10159636349271,WB01336BX2045AG700,FURLA,Furla nuvola m tote,Green,OS,FRWB01336BX2045AG700-OS,8050597586595,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Furla_nuvola_m_tote_348640.jpg?v=1751657410, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Furla_nuvola_m_tote_348641.jpg?v=1751657413, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Furla_nuvola_m_tote_348642.jpg?v=1751657415, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Furla_nuvola_m_tote_348643.jpg?v=1751657417",Women,25SS,Bags>Tote Bags>Women,4202.21.00,CN,Leather 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Tote Bag</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Leather 100%</p><p><strong>Product Code: </strong>WB01336BX2045</p>,0,392.56,
gid://shopify/ProductVariant/51116877873495,gid://shopify/Product/10160294199639,104884A213-Z99,PINKO,Strapless jumpsuit,Black,38,PIN104884A213-Z99-38,8057769823465,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Strapless_jumpsuit_353353.jpg?v=1751668772,Women,25SS,Clothing>Jumpsuits>Women,6204.44.00,IT,"Acetate 67%, Polyester (PES) 33%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Jumpsuit</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Acetate 67%, Polyester (PES) 33%</p><p><strong>Product Code: </strong>104884A213Z99</p>",0,433.88,
gid://shopify/ProductVariant/51116877906263,gid://shopify/Product/10160294199639,104884A213-Z99,PINKO,Strapless jumpsuit,Black,40,PIN104884A213-Z99-40,8057769823472,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Strapless_jumpsuit_353353.jpg?v=1751668772,Women,25SS,Clothing>Jumpsuits>Women,6204.44.00,IT,"Acetate 67%, Polyester (PES) 33%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Jumpsuit</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Acetate 67%, Polyester (PES) 33%</p><p><strong>Product Code: </strong>104884A213Z99</p>",0,433.88,
gid://shopify/ProductVariant/51116912017751,gid://shopify/Product/10160331620695,XF1PA126XB30-GHH,Balmain,STRIPED COTTON-PIQUE SHORTS,Multicolour,40,BLXF1PA126XB30-GHH-40,3615881921220,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/STRIPED_COTTON-PIQUE_SHORTS_352830.jpg?v=1751669566,Women,22SS,Clothing>Bottoms>Shorts>Women,6104.62.00.00,PL,"Cotton 38%, Polyester (PES) 62%","<p><strong>Product Details</strong></p><p></p><p>Type: Shorts</p><p>Colour: Multicolour</p><p><strong>Composition</strong><br>Outer: Cotton 38%, Polyester (PES) 62%</p><p><strong>Product Code: </strong>XF1PA126XB30</p>",0,909.08,
gid://shopify/ProductVariant/51116917490007,gid://shopify/Product/10160340238679,1J112AA09H-Z99,PINKO,Barbra denim trousers,Black,25,PIN1J112AA09H-Z99-25,8055209760714,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Barbra_denim_trousers_352911.jpg?v=1751669733,Women,22AW,Clothing>Bottoms>Jeans Straight>Women,6204.62.31,IT,Cotton 100%,"<p><strong>Product Details</strong></p><p></p><p>Type: Straight Jeans</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cotton 100%<br>Inner: Polyester (PES) 65%, Cotton 35%</p><p><strong>Product Code: </strong>1J112AA09H</p>",0,148.75,
gid://shopify/ProductVariant/51117037945175,gid://shopify/Product/10160468918615,S6F040540,Stella McCartney,BODYSUIT,Black,S,SMS6F040540-BLACK-S,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/BODYSUIT_353956.jpg?v=1751671517, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/BODYSUIT_353957.jpg?v=1751671519, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/BODYSUIT_353958.jpg?v=1751671522",Women,19AW,Clothing>Tops>Blouses>Women,6208.91.90,CN,Textile,<p><strong>Product Details</strong></p><p></p><p>Type: Blouse</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Textile</p><p><strong>Product Code: </strong>S6F040540</p>,0,123.96,
gid://shopify/ProductVariant/51117068583255,gid://shopify/Product/10160523673943,,KENZO,Phone Case,Multicolour,OS,KENFA5COKIXPTLQUMU-OS,3603679819910,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Phone_Case_354215.jpg?v=1751672444, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Phone_Case_354216.jpg?v=1751672446",Men,20SS,Accessories>Phone Cases>Men,4202.32.90.90,CN,,<p><strong>Product Details</strong></p><p></p><p>Type: Phone Case</p><p>Colour: Multicolour</p>,0,57.84,
gid://shopify/ProductVariant/52098417852759,gid://shopify/Product/10384926146903,MS5830OBFD-409,Michael Kors,Flare dress,Blue,M,MKOMS5830OBFD-409-M,0197853498525,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Flare_dress_357727.jpg?v=1762343212, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Flare_dress_357728.jpg?v=1762343215",Women,25SS,Clothing>Dresses Midi>Women,6104.44.00,CN,"Viscose 64%, Nylon 36%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Viscose 64%, Nylon 36%</p><p><strong>Product Code: </strong>MS5830OBFD</p>",0,264.42,
gid://shopify/ProductVariant/52098417885527,gid://shopify/Product/10384926146903,MS5830OBFD-409,Michael Kors,Flare dress,Blue,L,MKOMS5830OBFD-409-L,0197853498532,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Flare_dress_357727.jpg?v=1762343212, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Flare_dress_357728.jpg?v=1762343215",Women,25SS,Clothing>Dresses Midi>Women,6104.44.00,CN,"Viscose 64%, Nylon 36%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Viscose 64%, Nylon 36%</p><p><strong>Product Code: </strong>MS5830OBFD</p>",0,264.42,
gid://shopify/ProductVariant/52098417918295,gid://shopify/Product/10384926146903,MS5830OBFD-409,Michael Kors,Flare dress,Blue,XL,MKOMS5830OBFD-409-XL,0197853498549,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Flare_dress_357727.jpg?v=1762343212, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Flare_dress_357728.jpg?v=1762343215",Women,25SS,Clothing>Dresses Midi>Women,6104.44.00,CN,"Viscose 64%, Nylon 36%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Midi Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Viscose 64%, Nylon 36%</p><p><strong>Product Code: </strong>MS5830OBFD</p>",0,264.42,
gid://shopify/ProductVariant/52099995730263,gid://shopify/Product/10385406787927,802974474001,Lauren Ralph Lauren,Brke bt hl 2 boots bootie,Black,9,LRL802974474001-9,3616853735807,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355707.jpg?v=1762357723, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355708.jpg?v=1762357725, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355709.jpg?v=1762357727",Women,25AW,Shoes>Ankle Boots>Women,6403.91.98.00,KH,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Cotton 90%, Polyester (PES) 10%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>802974474001</p>",0,223.10,
